Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Device,Keyword,Calculated_CR,CTR,CPC,CPA,CAC,ROI,ROAS,LTV,Conversion_Rate,Lead_Conversion_Rate,Cost_Per_Lead,Day_of_Week,Day_of_Month
Data Analytics Course,125.0,5435.0,202.65,25.0,5.0,0.04,1767.0,2024-11-23,Desktop,online data analytics,0.04,2.3,1.62,40.53,40.53,771.95,8.72,353.4,4.0,20.0,8.11,Saturday,23
Data Analytics Course,92.0,4977.0,209.78,26.0,3.0,0.03260869565217391,1834.0,2024-12-11,Tablet,learn data analytics,0.03260869565217391,1.85,2.28,69.93,69.93,774.25,8.74,611.33,3.26,11.54,8.07,Wednesday,11
Data Analytics Course,112.0,3850.0,233.52,14.0,8.0,0.07142857142857142,1760.0,2024-11-22,Desktop,data analytics course,0.07142857142857142,2.91,2.08,29.19,29.19,653.68,7.54,220.0,7.14,57.14,16.68,Friday,22
Data Analytics Course,144.0,5976.0,197.65,13.0,9.0,0.0625,1743.0,2024-11-22,Mobile,data analytics course,0.0625,2.41,1.37,21.96,21.96,781.86,8.82,193.67,6.25,69.23,15.2,Friday,22
Data Analytics Course,103.0,4693.0,218.67,14.0,10.0,0.0970873786407767,1390.0,2024-09-11,Mobile,learn data analytics,0.0970873786407767,2.19,2.12,21.87,21.87,535.66,6.36,139.0,9.71,71.43,15.62,Wednesday,11
Data Analytics Course,117.0,4367.0,233.27,24.0,3.0,0.02564102564102564,1238.0,2024-11-24,Tablet,learn data analytics,0.02564102564102564,2.68,1.99,77.76,77.76,430.72,5.31,412.67,2.56,12.5,9.72,Sunday,24
Data Analytics Course,100.0,5481.0,180.72,14.0,7.0,0.07,1185.0,2024-02-11,Desktop,analytics for data,0.07,1.82,1.81,25.82,25.82,555.71,6.56,169.29,7.0,50.0,12.91,Sunday,11
Data Analytics Course,179.0,4109.0,191.84,19.0,4.0,0.0223463687150838,1961.0,2024-11-02,Tablet,online data analytics,0.0223463687150838,4.36,1.07,47.96,47.96,922.21,10.22,490.25,2.23,21.05,10.1,Saturday,2
Data Analytics Course,180.0,3887.0,186.26,18.0,6.0,0.03333333333333333,1048.0,2024-11-05,Desktop,data analytics course,0.03333333333333333,4.63,1.03,31.04,31.04,462.65,5.63,174.67,3.33,33.33,10.35,Tuesday,5
Data Analytics Course,146.0,4633.0,186.07,26.0,3.0,0.02054794520547945,1053.0,2024-11-25,Desktop,data analytics training,0.02054794520547945,3.15,1.27,62.02,62.02,465.92,5.66,351.0,2.05,11.54,7.16,Monday,25
Data Analytics Course,124.0,5353.0,239.69,13.0,4.0,0.03225806451612903,1493.0,2024-11-19,Desktop,learn data analytics,0.03225806451612903,2.32,1.93,59.92,59.92,522.89,6.23,373.25,3.23,30.77,18.44,Tuesday,19
Data Analytics Course,169.0,5380.0,199.66,27.0,6.0,0.03550295857988166,1059.0,2024-03-11,Desktop,data analytics training,0.03550295857988166,3.14,1.18,33.28,33.28,430.4,5.3,176.5,3.55,22.22,7.39,Monday,11
Data Analytics Course,91.0,5104.0,211.85,29.0,9.0,0.0989010989010989,1309.0,2024-11-16,Tablet,data analytics course,0.0989010989010989,1.78,2.33,23.54,23.54,517.89,6.18,145.44,9.89,31.03,7.31,Saturday,16
Data Analytics Course,145.0,145.0,236.03,24.0,8.0,0.05517241379310345,1220.0,2024-11-17,Desktop,online data analytics,0.05517241379310345,100.0,1.63,29.5,29.5,416.88,5.17,152.5,5.52,33.33,9.83,Sunday,17
Data Analytics Course,115.0,4345.0,229.71,15.0,4.0,0.034782608695652174,1467.0,2024-11-26,Mobile,data analytics course,0.034782608695652174,2.65,2.0,57.43,57.43,538.63,6.39,366.75,3.48,26.67,15.31,Tuesday,26
Data Analytics Course,123.0,3527.0,239.31,21.0,3.0,0.024390243902439025,1536.0,2024-11-04,Tablet,analytics for data,0.024390243902439025,3.49,1.95,79.77,79.77,541.85,6.42,512.0,2.44,14.29,11.4,Monday,4
Data Analytics Course,101.0,3330.0,209.8,19.0,10.0,0.09900990099009901,1296.0,2024-11-14,Mobile,data analytics training,0.09900990099009901,3.03,2.08,20.98,20.98,517.73,6.18,129.6,9.9,52.63,11.04,Thursday,14
Data Analytics Course,141.0,3913.0,245.32,21.0,3.0,0.02127659574468085,1904.0,2024-11-15,Desktop,analytics for data,0.02127659574468085,3.6,1.74,81.77,81.77,676.13,7.76,634.67,2.13,14.29,11.68,Friday,15
Data Analytics Course,160.0,4597.0,211.88,21.0,4.0,0.025,0.0,2024-11-21,Desktop,data analytics training,0.025,3.48,1.32,52.97,52.97,-100.0,0.0,0.0,2.5,19.05,10.09,Thursday,21
Data Analytics Course,105.0,3008.0,206.91,21.0,4.0,0.0380952380952381,1009.0,2024-10-11,Desktop,online data analytics,0.0380952380952381,3.49,1.97,51.73,51.73,387.65,4.88,252.25,3.81,19.05,9.85,Friday,11
Data Analytics Course,178.0,5318.0,207.05,18.0,4.0,0.02247191011235955,1421.0,2024-11-20,Desktop,data analytics online,0.02247191011235955,3.35,1.16,51.76,51.76,586.31,6.86,355.25,2.25,22.22,11.5,Wednesday,20
Data Analytics Course,189.0,5244.0,242.18,29.0,3.0,0.015873015873015872,1080.0,2024-07-11,Mobile,analytics for data,0.015873015873015872,3.6,1.28,80.73,80.73,345.95,4.46,360.0,1.59,10.34,8.35,Thursday,11
Data Analytics Course,114.0,4804.0,249.33,14.0,6.0,0.05263157894736842,1879.0,2024-11-05,Mobile,data analytics course,0.05263157894736842,2.37,2.19,41.56,41.56,653.62,7.54,313.17,5.26,42.86,17.81,Tuesday,5
Data Analytics Course,160.0,5920.0,201.3,30.0,7.0,0.04375,1080.0,2024-11-18,Tablet,data analytics course,0.04375,2.7,1.26,28.76,28.76,436.51,5.37,154.29,4.38,23.33,6.71,Monday,18
Data Analytics Course,101.0,5280.0,234.72,18.0,9.0,0.0891089108910891,1046.0,2024-11-27,Tablet,data analytics course,0.0891089108910891,1.91,2.32,26.08,26.08,345.64,4.46,116.22,8.91,50.0,13.04,Wednesday,27
Data Analytics Course,146.0,3887.0,206.59,26.0,9.0,0.06164383561643835,1042.0,2024-11-07,Desktop,online data analytics,0.06164383561643835,3.76,1.42,22.95,22.95,404.38,5.04,115.78,6.16,34.62,7.95,Thursday,7
Data Analytics Course,128.0,4532.0,183.28,11.0,0.0,0.0,1571.0,2024-11-25,Desktop,data analytics training,0.0,2.82,1.43,0.0,0.0,757.16,8.57,0.0,0.0,0.0,16.66,Monday,25
Data Analytics Course,163.0,4125.0,246.09,27.0,5.0,0.03067484662576687,1910.0,2024-11-27,Mobile,learn data analytics,0.03067484662576687,3.95,1.51,49.22,49.22,676.14,7.76,382.0,3.07,18.52,9.11,Wednesday,27
Data Analytics Course,193.0,5571.0,213.5,19.0,8.0,0.04145077720207254,1754.0,2024-11-28,Mobile,analytics for data,0.04145077720207254,3.46,1.11,26.69,26.69,721.55,8.22,219.25,4.15,42.11,11.24,Thursday,28
Data Analytics Course,179.0,4309.0,237.62,21.0,7.0,0.03910614525139665,1719.0,2024-11-14,Mobile,data analytics course,0.03910614525139665,4.15,1.33,33.95,33.95,623.42,7.23,245.57,3.91,33.33,11.32,Thursday,14
Data Analytics Course,86.0,5538.0,223.13,22.0,7.0,0.08139534883720931,1544.0,2024-11-30,Tablet,data analytics training,0.08139534883720931,1.55,2.59,31.88,31.88,591.97,6.92,220.57,8.14,31.82,10.14,Saturday,30
Data Analytics Course,92.0,3162.0,202.76,25.0,5.0,0.05434782608695652,1577.0,2024-11-01,Mobile,data analytics training,0.05434782608695652,2.91,2.2,40.55,40.55,677.77,7.78,315.4,5.43,20.0,8.11,Friday,1
Data Analytics Course,125.0,5811.0,194.92,14.0,0.0,0.0,0.0,2024-11-22,Tablet,data analytics training,0.0,2.15,1.56,0.0,0.0,-100.0,0.0,,0.0,0.0,13.92,Friday,22
Data Analytics Course,147.0,3112.0,206.74,12.0,8.0,0.05442176870748299,1815.0,2024-11-18,Mobile,data analytics course,0.05442176870748299,4.72,1.41,25.84,25.84,777.91,8.78,226.88,5.44,66.67,17.23,Monday,18
Data Analytics Course,143.0,4492.0,188.98,13.0,3.0,0.02097902097902098,0.0,2024-09-11,Mobile,online data analytics,0.02097902097902098,3.18,1.32,62.99,62.99,-100.0,0.0,0.0,2.1,23.08,14.54,Wednesday,11
Data Analytics Course,181.0,181.0,208.33,22.0,8.0,0.04419889502762431,1932.0,2024-05-11,Tablet,online data analytics,0.04419889502762431,100.0,1.15,26.04,26.04,827.37,9.27,241.5,4.42,36.36,9.47,Saturday,11
Data Analytics Course,164.0,3872.0,210.53,12.0,5.0,0.03048780487804878,1532.0,2024-12-11,Tablet,data analytics online,0.03048780487804878,4.24,1.28,42.11,42.11,627.69,7.28,306.4,3.05,41.67,17.54,Wednesday,11
Data Analytics Course,199.0,4255.0,212.84,14.0,6.0,0.03015075376884422,1125.0,2024-11-22,Desktop,learn data analytics,0.03015075376884422,4.68,1.07,35.47,35.47,428.57,5.29,187.5,3.02,42.86,15.2,Friday,22
Data Analytics Course,83.0,83.0,229.97,12.0,8.0,0.0963855421686747,2000.0,2024-11-30,Desktop,analytics for data,0.0963855421686747,100.0,2.77,28.75,28.75,769.68,8.7,250.0,9.64,66.67,19.16,Saturday,30
Data Analytics Course,150.0,5619.0,191.89,23.0,6.0,0.04,1735.0,2024-11-19,Desktop,data analytics training,0.04,2.67,1.28,31.98,31.98,804.16,9.04,289.17,4.0,26.09,8.34,Tuesday,19
Data Analytics Course,171.0,5157.0,183.26,24.0,9.0,0.05263157894736842,1430.0,2024-11-09,Desktop,data analytics online,0.05263157894736842,3.32,1.07,20.36,20.36,680.31,7.8,158.89,5.26,37.5,7.64,Saturday,9
Data Analytics Course,139.0,4871.0,211.4,25.0,9.0,0.06474820143884892,1247.0,2024-11-29,Mobile,data analytics training,0.06474820143884892,2.85,1.52,23.49,23.49,489.88,5.9,138.56,6.47,36.0,8.46,Friday,29
Data Analytics Course,117.0,5863.0,224.69,24.0,10.0,0.08547008547008547,1580.0,2024-11-16,Mobile,data analytics online,0.08547008547008547,2.0,1.92,22.47,22.47,603.19,7.03,158.0,8.55,41.67,9.36,Saturday,16
Data Analytics Course,196.0,3205.0,188.82,24.0,8.0,0.04081632653061224,1837.0,2024-11-24,Desktop,data analytics course,0.04081632653061224,6.12,0.96,23.6,23.6,872.88,9.73,229.62,4.08,33.33,7.87,Sunday,24
Data Analytics Course,184.0,5463.0,224.58,30.0,6.0,0.03260869565217391,1565.0,2024-11-26,Tablet,data analytics training,0.03260869565217391,3.37,1.22,37.43,37.43,596.86,6.97,260.83,3.26,20.0,7.49,Tuesday,26
Data Analytics Course,103.0,5667.0,232.48,26.0,8.0,0.07766990291262135,1888.0,2024-11-16,Tablet,learn data analytics,0.07766990291262135,1.82,2.26,29.06,29.06,712.11,8.12,236.0,7.77,30.77,8.94,Saturday,16
Data Analytics Course,120.0,4666.0,180.72,30.0,3.0,0.025,1627.0,2024-11-24,Mobile,analytics for data,0.025,2.57,1.51,60.24,60.24,800.29,9.0,542.33,2.5,10.0,6.02,Sunday,24
Data Analytics Course,148.0,3632.0,214.46,28.0,10.0,0.06756756756756757,1589.0,2024-11-18,Mobile,data analytics training,0.06756756756756757,4.07,1.45,21.45,21.45,640.93,7.41,158.9,6.76,35.71,7.66,Monday,18
Data Analytics Course,80.0,3834.0,181.22,15.0,3.0,0.0375,1270.0,2024-11-22,Tablet,learn data analytics,0.0375,2.09,2.27,60.41,60.41,600.81,7.01,423.33,3.75,20.0,12.08,Friday,22
Data Analytics Course,168.0,3934.0,246.09,24.0,6.0,0.03571428571428571,1592.0,2024-11-24,Tablet,data analytics online,0.03571428571428571,4.27,1.46,41.02,41.02,546.92,6.47,265.33,3.57,25.0,10.25,Sunday,24
Data Analytics Course,136.0,5724.0,218.37,25.0,10.0,0.07352941176470588,1268.0,2024-11-18,Desktop,data analytics course,0.07352941176470588,2.38,1.61,21.84,21.84,480.67,5.81,126.8,7.35,40.0,8.73,Monday,18
Data Analytics Course,86.0,4763.0,243.78,11.0,8.0,0.09302325581395349,1770.0,2024-11-13,Mobile,learn data analytics,0.09302325581395349,1.81,2.83,30.47,30.47,626.06,7.26,221.25,9.3,72.73,22.16,Wednesday,13
Data Analytics Course,175.0,3095.0,236.86,22.0,4.0,0.022857142857142857,1617.0,2024-11-20,Mobile,analytics for data,0.022857142857142857,5.65,1.35,59.22,59.22,582.68,6.83,404.25,2.29,18.18,10.77,Wednesday,20
Data Analytics Course,173.0,5554.0,185.09,22.0,4.0,0.023121387283236993,1000.0,2024-01-11,Desktop,data analytics course,0.023121387283236993,3.11,1.07,46.27,46.27,440.28,5.4,250.0,2.31,18.18,8.41,Thursday,11
Data Analytics Course,192.0,3407.0,223.29,29.0,9.0,0.046875,1538.0,2024-11-25,Tablet,data analytics training,0.046875,5.64,1.16,24.81,24.81,588.79,6.89,170.89,4.69,31.03,7.7,Monday,25
Data Analytics Course,190.0,4465.0,241.38,28.0,5.0,0.02631578947368421,1910.0,2024-04-11,Desktop,analytics for data,0.02631578947368421,4.26,1.27,48.28,48.28,691.28,7.91,382.0,2.63,17.86,8.62,Thursday,11
Data Analytics Course,161.0,3311.0,221.64,16.0,5.0,0.031055900621118012,1006.0,2024-11-02,Tablet,online data analytics,0.031055900621118012,4.86,1.38,44.33,44.33,353.89,4.54,201.2,3.11,31.25,13.85,Saturday,2
Data Analytics Course,197.0,3265.0,200.4,15.0,3.0,0.015228426395939087,1882.0,2024-11-01,Mobile,learn data analytics,0.015228426395939087,6.03,1.02,66.8,66.8,839.12,9.39,627.33,1.52,20.0,13.36,Friday,1
Data Analytics Course,80.0,4969.0,210.7,25.0,3.0,0.0375,1146.0,2024-05-11,Tablet,analytics for data,0.0375,1.61,2.63,70.23,70.23,443.9,5.44,382.0,3.75,12.0,8.43,Saturday,11
Data Analytics Course,145.0,5368.0,200.88,14.0,4.0,0.027586206896551724,1125.0,2024-11-27,Tablet,learn data analytics,0.027586206896551724,2.7,1.39,50.22,50.22,460.04,5.6,281.25,2.76,28.57,14.35,Wednesday,27
Data Analytics Course,90.0,5851.0,232.94,22.0,8.0,0.08888888888888889,1421.0,2024-11-28,Desktop,learn data analytics,0.08888888888888889,1.54,2.59,29.12,29.12,510.03,6.1,177.62,8.89,36.36,10.59,Thursday,28
Data Analytics Course,109.0,4884.0,228.13,11.0,8.0,0.07339449541284404,1680.0,2024-11-15,Desktop,data analytics training,0.07339449541284404,2.23,2.09,28.52,28.52,636.42,7.36,210.0,7.34,72.73,20.74,Friday,15
Data Analytics Course,130.0,5719.0,0.0,10.0,5.0,0.038461538461538464,1208.0,2024-11-23,Desktop,analytics for data,0.038461538461538464,2.27,0.0,0.0,0.0,0.0,0.0,241.6,3.85,50.0,0.0,Saturday,23
Data Analytics Course,179.0,5828.0,247.84,15.0,4.0,0.0223463687150838,1127.0,2024-11-14,Mobile,analytics for data,0.0223463687150838,3.07,1.38,61.96,61.96,354.73,4.55,281.75,2.23,26.67,16.52,Thursday,14
Data Analytics Course,181.0,4935.0,239.29,15.0,5.0,0.027624309392265192,1497.0,2024-11-09,Desktop,data analytics training,0.027624309392265192,3.67,1.32,47.86,47.86,525.6,6.26,299.4,2.76,33.33,15.95,Saturday,9
Data Analytics Course,188.0,4491.0,201.73,24.0,7.0,0.03723404255319149,1906.0,2024-11-21,Mobile,online data analytics,0.03723404255319149,4.19,1.07,28.82,28.82,844.83,9.45,272.29,3.72,29.17,8.41,Thursday,21
Data Analytics Course,139.0,3659.0,189.09,16.0,4.0,0.02877697841726619,1892.0,2024-11-29,Desktop,data analytics training,0.02877697841726619,3.8,1.36,47.27,47.27,900.58,10.01,473.0,2.88,25.0,11.82,Friday,29
Data Analytics Course,99.0,4809.0,210.6,24.0,8.0,0.08080808080808081,0.0,2024-11-13,Mobile,data analytics course,0.08080808080808081,2.06,2.13,26.32,26.32,-100.0,0.0,0.0,8.08,33.33,8.78,Wednesday,13
Data Analytics Course,95.0,5844.0,211.95,10.0,9.0,0.09473684210526316,1444.0,2024-08-11,Tablet,learn data analytics,0.09473684210526316,1.63,2.23,23.55,23.55,581.29,6.81,160.44,9.47,90.0,21.2,Sunday,11
Data Analytics Course,131.0,5559.0,0.0,28.0,5.0,0.03816793893129771,1604.0,2024-11-29,Desktop,analytics for data,0.03816793893129771,2.36,0.0,0.0,0.0,0.0,0.0,320.8,3.82,17.86,0.0,Friday,29
Data Analytics Course,190.0,4630.0,217.6,27.0,4.0,0.021052631578947368,1900.0,2024-11-23,Tablet,data analytics training,0.021052631578947368,4.1,1.15,54.4,54.4,773.16,8.73,475.0,2.11,14.81,8.06,Saturday,23
Data Analytics Course,123.0,3340.0,225.16,23.0,8.0,0.06504065040650407,1563.0,2024-11-26,Mobile,online data analytics,0.06504065040650407,3.68,1.83,28.14,28.14,594.17,6.94,195.38,6.5,34.78,9.79,Tuesday,26
Data Analytics Course,97.0,3330.0,182.98,15.0,3.0,0.030927835051546393,1102.0,2024-11-14,Tablet,data analytics online,0.030927835051546393,2.91,1.89,60.99,60.99,502.25,6.02,367.33,3.09,20.0,12.2,Thursday,14
Data Analytics Course,164.0,3117.0,198.53,25.0,5.0,0.03048780487804878,1749.0,2024-11-29,Mobile,analytics for data,0.03048780487804878,5.26,1.21,39.71,39.71,780.98,8.81,349.8,3.05,20.0,7.94,Friday,29
Data Analytics Course,134.0,3562.0,247.59,24.0,10.0,0.07462686567164178,1295.0,2024-11-01,Tablet,analytics for data,0.07462686567164178,3.76,1.85,24.76,24.76,423.04,5.23,129.5,7.46,41.67,10.32,Friday,1
Data Analytics Course,117.0,5144.0,221.76,23.0,3.0,0.02564102564102564,1338.0,2024-11-11,Mobile,analytics for data,0.02564102564102564,2.27,1.9,73.92,73.92,503.35,6.03,446.0,2.56,13.04,9.64,Monday,11
Data Analytics Course,168.0,4375.0,0.0,19.0,8.0,0.047619047619047616,1267.0,2024-06-11,Mobile,online data analytics,0.047619047619047616,3.84,0.0,0.0,0.0,0.0,0.0,158.38,4.76,42.11,0.0,Tuesday,11
Data Analytics Course,173.0,3328.0,224.17,15.0,10.0,0.057803468208092484,1904.0,2024-11-28,Mobile,online data analytics,0.057803468208092484,5.2,1.3,22.42,22.42,749.36,8.49,190.4,5.78,66.67,14.94,Thursday,28
Data Analytics Course,158.0,4336.0,238.29,26.0,9.0,0.056962025316455694,1245.0,2024-11-30,Tablet,online data analytics,0.056962025316455694,3.64,1.51,26.48,26.48,422.47,5.22,138.33,5.7,34.62,9.16,Saturday,30
Data Analytics Course,135.0,5063.0,195.58,22.0,6.0,0.044444444444444446,0.0,2024-11-29,Tablet,learn data analytics,0.044444444444444446,2.67,1.45,32.6,32.6,-100.0,0.0,0.0,4.44,27.27,8.89,Friday,29
Data Analytics Course,182.0,5993.0,0.0,19.0,3.0,0.016483516483516484,1254.0,2024-11-19,Desktop,data analytics training,0.016483516483516484,3.04,0.0,0.0,0.0,0.0,0.0,418.0,1.65,15.79,0.0,Tuesday,19
Data Analytics Course,83.0,3926.0,237.07,22.0,5.0,0.060240963855421686,1667.0,2024-07-11,Mobile,analytics for data,0.060240963855421686,2.11,2.86,47.41,47.41,603.17,7.03,333.4,6.02,22.73,10.78,Thursday,11
Data Analytics Course,85.0,5570.0,221.73,14.0,7.0,0.08235294117647059,1292.0,2024-11-29,Tablet,data analytics online,0.08235294117647059,1.53,2.61,31.68,31.68,482.69,5.83,184.57,8.24,50.0,15.84,Friday,29
Data Analytics Course,98.0,5571.0,208.4,15.0,7.0,0.07142857142857142,1890.0,2024-11-14,Desktop,analytics for data,0.07142857142857142,1.76,2.13,29.77,29.77,806.91,9.07,270.0,7.14,46.67,13.89,Thursday,14
Data Analytics Course,151.0,5700.0,182.27,13.0,3.0,0.019867549668874173,1255.0,2024-11-23,Mobile,data analytics course,0.019867549668874173,2.65,1.21,60.76,60.76,588.54,6.89,418.33,1.99,23.08,14.02,Saturday,23
Data Analytics Course,122.0,4441.0,244.38,25.0,6.0,0.04918032786885246,0.0,2024-11-02,Desktop,analytics for data,0.04918032786885246,2.75,2.0,40.73,40.73,-100.0,0.0,0.0,4.92,24.0,9.78,Saturday,2
Data Analytics Course,84.0,4646.0,226.32,11.0,7.0,0.08333333333333333,1596.0,2024-11-30,Tablet,analytics for data,0.08333333333333333,1.81,2.69,32.33,32.33,605.2,7.05,228.0,8.33,63.64,20.57,Saturday,30
Data Analytics Course,127.0,5964.0,182.01,26.0,0.0,0.0,1490.0,2024-11-25,Desktop,data analytics course,0.0,2.13,1.43,0.0,0.0,718.64,8.19,0.0,0.0,0.0,7.0,Monday,25
Data Analytics Course,148.0,4725.0,187.02,25.0,3.0,0.02027027027027027,1586.0,2024-11-15,Mobile,learn data analytics,0.02027027027027027,3.13,1.26,62.34,62.34,748.04,8.48,528.67,2.03,12.0,7.48,Friday,15
Data Analytics Course,85.0,4230.0,233.73,18.0,8.0,0.09411764705882353,1998.0,2024-08-11,Tablet,data analytics course,0.09411764705882353,2.01,2.75,29.22,29.22,754.83,8.55,249.75,9.41,44.44,12.98,Sunday,11
Data Analytics Course,105.0,3880.0,246.63,19.0,8.0,0.0761904761904762,1598.0,2024-11-13,Mobile,data analytics training,0.0761904761904762,2.71,2.35,30.83,30.83,547.93,6.48,199.75,7.62,42.11,12.98,Wednesday,13
Data Analytics Course,187.0,3842.0,214.35,28.0,5.0,0.026737967914438502,1596.0,2024-11-13,Mobile,online data analytics,0.026737967914438502,4.87,1.15,42.87,42.87,644.58,7.45,319.2,2.67,17.86,7.66,Wednesday,13
Data Analytics Course,153.0,3143.0,244.73,12.0,10.0,0.06535947712418301,1365.0,2024-11-15,Mobile,online data analytics,0.06535947712418301,4.87,1.6,24.47,24.47,457.76,5.58,136.5,6.54,83.33,20.39,Friday,15
Data Analytics Course,143.0,5781.0,208.63,21.0,9.0,0.06293706293706294,1443.0,2024-11-26,Mobile,data analytics online,0.06293706293706294,2.47,1.46,23.18,23.18,591.66,6.92,160.33,6.29,42.86,9.93,Tuesday,26
Data Analytics Course,183.0,3790.0,202.48,21.0,8.0,0.04371584699453552,1215.0,2024-11-26,Desktop,data analytics training,0.04371584699453552,4.83,1.11,25.31,25.31,500.06,6.0,151.88,4.37,38.1,9.64,Tuesday,26
Data Analytics Course,172.0,4250.0,235.2,28.0,7.0,0.040697674418604654,1036.0,2024-11-06,Mobile,learn data analytics,0.040697674418604654,4.05,1.37,33.6,33.6,340.48,4.4,148.0,4.07,25.0,8.4,Wednesday,6
Data Analytics Course,98.0,3800.0,240.45,16.0,3.0,0.030612244897959183,1700.0,2024-01-11,Desktop,data analytics course,0.030612244897959183,2.58,2.45,80.15,80.15,607.01,7.07,566.67,3.06,18.75,15.03,Thursday,11
Data Analytics Course,87.0,4675.0,200.71,28.0,6.0,0.06896551724137931,1428.0,2024-11-20,Mobile,analytics for data,0.06896551724137931,1.86,2.31,33.45,33.45,611.47,7.11,238.0,6.9,21.43,7.17,Wednesday,20
Data Analytics Course,84.0,5711.0,216.02,13.0,6.0,0.07142857142857142,1654.0,2024-11-17,Desktop,data analytics training,0.07142857142857142,1.47,2.57,36.0,36.0,665.67,7.66,275.67,7.14,46.15,16.62,Sunday,17
Data Analytics Course,151.0,3022.0,191.35,13.0,4.0,0.026490066225165563,1133.0,2024-11-18,Mobile,learn data analytics,0.026490066225165563,5.0,1.27,47.84,47.84,492.11,5.92,283.25,2.65,30.77,14.72,Monday,18
Data Analytics Course,113.0,5407.0,203.23,15.0,9.0,0.07964601769911504,1745.0,2024-11-16,Desktop,data analytics training,0.07964601769911504,2.09,1.8,22.58,22.58,758.63,8.59,193.89,7.96,60.0,13.55,Saturday,16
Data Analytics Course,89.0,5095.0,202.21,22.0,4.0,0.0449438202247191,1065.0,2024-07-11,Tablet,data analytics course,0.0449438202247191,1.75,2.27,50.55,50.55,426.68,5.27,266.25,4.49,18.18,9.19,Thursday,11
Data Analytics Course,174.0,3587.0,217.67,10.0,7.0,0.040229885057471264,1226.0,2024-11-22,Mobile,data analytics training,0.040229885057471264,4.85,1.25,31.1,31.1,463.24,5.63,175.14,4.02,70.0,21.77,Friday,22
Data Analytics Course,166.0,5524.0,205.53,25.0,7.0,0.04216867469879518,1241.0,2024-11-24,Mobile,analytics for data,0.04216867469879518,3.01,1.24,29.36,29.36,503.8,6.04,177.29,4.22,28.0,8.22,Sunday,24
Data Analytics Course,196.0,3777.0,246.52,0.0,0.0,0.0,1159.0,2024-11-15,Desktop,data analytics course,0.025510204081632654,5.19,1.26,0.0,0.0,370.14,4.7,0.0,0.0,,0.0,Friday,15
Data Analytics Course,97.0,3480.0,233.32,22.0,3.0,0.030927835051546393,1008.0,2024-11-28,Desktop,data analytics online,0.030927835051546393,2.79,2.41,77.77,77.77,332.02,4.32,336.0,3.09,13.64,10.61,Thursday,28
Data Analytics Course,89.0,4200.0,200.98,23.0,8.0,0.0898876404494382,1476.0,2024-11-23,Mobile,data analytics course,0.0898876404494382,2.12,2.26,25.12,25.12,634.4,7.34,184.5,8.99,34.78,8.74,Saturday,23
Data Analytics Course,130.0,5384.0,218.6,24.0,8.0,0.06153846153846154,1943.0,2024-11-28,Mobile,learn data analytics,0.06153846153846154,2.41,1.68,27.32,27.32,788.84,8.89,242.88,6.15,33.33,9.11,Thursday,28
Data Analytics Course,103.0,4766.0,245.34,11.0,8.0,0.07766990291262135,1488.0,2024-08-11,Desktop,analytics for data,0.07766990291262135,2.16,2.38,30.67,30.67,506.51,6.07,186.0,7.77,72.73,22.3,Sunday,11
Data Analytics Course,138.0,3322.0,196.83,17.0,8.0,0.057971014492753624,0.0,2024-01-11,Desktop,online data analytics,0.057971014492753624,4.15,1.43,24.6,24.6,-100.0,0.0,0.0,5.8,47.06,11.58,Thursday,11
Data Analytics Course,127.0,4625.0,207.62,17.0,3.0,0.023622047244094488,1811.0,2024-11-17,Desktop,learn data analytics,0.023622047244094488,2.75,1.63,69.21,69.21,772.27,8.72,603.67,2.36,17.65,12.21,Sunday,17
Data Analytics Course,170.0,4689.0,195.98,26.0,6.0,0.03529411764705882,1873.0,2024-11-14,Desktop,data analytics online,0.03529411764705882,3.63,1.15,32.66,32.66,855.71,9.56,312.17,3.53,23.08,7.54,Thursday,14
Data Analytics Course,115.0,3764.0,197.47,20.0,5.0,0.043478260869565216,1952.0,2024-11-27,Desktop,learn data analytics,0.043478260869565216,3.06,1.72,39.49,39.49,888.5,9.89,390.4,4.35,25.0,9.87,Wednesday,27
Data Analytics Course,132.0,3365.0,198.01,17.0,9.0,0.06818181818181818,1161.0,2024-11-14,Desktop,analytics for data,0.06818181818181818,3.92,1.5,22.0,22.0,486.33,5.86,129.0,6.82,52.94,11.65,Thursday,14
Data Analytics Course,168.0,3392.0,230.77,15.0,9.0,0.05357142857142857,1504.0,2024-11-11,Mobile,online data analytics,0.05357142857142857,4.95,1.37,25.64,25.64,551.73,6.52,167.11,5.36,60.0,15.38,Monday,11
Data Analytics Course,145.0,5978.0,223.3,30.0,10.0,0.06896551724137931,1859.0,2024-11-20,Mobile,online data analytics,0.06896551724137931,2.43,1.54,22.33,22.33,732.51,8.33,185.9,6.9,33.33,7.44,Wednesday,20
Data Analytics Course,163.0,3340.0,217.35,26.0,7.0,0.04294478527607362,1751.0,2024-11-24,Tablet,data analytics training,0.04294478527607362,4.88,1.33,31.05,31.05,705.61,8.06,250.14,4.29,26.92,8.36,Sunday,24
Data Analytics Course,84.0,4407.0,192.52,19.0,10.0,0.11904761904761904,1221.0,2024-03-11,Tablet,learn data analytics,0.11904761904761904,1.91,2.29,19.25,19.25,534.22,6.34,122.1,11.9,52.63,10.13,Monday,11
